target	textid	text	pair	condition
non-entailment	23963	The managers admired the lawyers , or the author supported the artists .	The author supported the artists .	constituent
non-entailment	23964	The actors performed , or the scientists ran .	The actors performed .	constituent
non-entailment	23965	The students avoided the authors , or the actors introduced the tourists .	The students avoided the authors .	constituent
non-entailment	23966	The scientist helped the artists , or the professors waited .	The scientist helped the artists .	constituent
non-entailment	23967	The student introduced the tourist , or the bankers waited .	The bankers waited .	constituent
non-entailment	23968	The athletes encouraged the student , or the tourists thanked the managers .	The athletes encouraged the student .	constituent
non-entailment	23969	The athlete admired the lawyers , or the actor contacted the presidents .	The athlete admired the lawyers .	constituent
non-entailment	23970	The professors helped the tourists , or the presidents advised the actors .	The presidents advised the actors .	constituent
non-entailment	23971	The managers resigned , or the actors arrived .	The managers resigned .	constituent
non-entailment	23972	The professors advised the lawyers , or the president mentioned the actor .	The professors advised the lawyers .	constituent
non-entailment	23973	The actor danced , or the student admired the judge .	The student admired the judge .	constituent
non-entailment	23974	The senator advised the tourist , or the scientists thanked the lawyers .	The scientists thanked the lawyers .	constituent
non-entailment	23975	The tourists thanked the athletes , or the senators slept .	The senators slept .	constituent
non-entailment	23976	The banker believed the lawyers , or the students performed .	The banker believed the lawyers .	constituent
non-entailment	23977	The presidents resigned , or the senator performed .	The senator performed .	constituent
non-entailment	23978	The professors slept , or the tourists called the actors .	The tourists called the actors .	constituent
non-entailment	23979	The secretaries mentioned the senator , or the actor avoided the tourists .	The actor avoided the tourists .	constituent
non-entailment	23980	The presidents shouted , or the judge danced .	The judge danced .	constituent
non-entailment	23981	The artists stopped the manager , or the bankers waited .	The bankers waited .	constituent
non-entailment	23982	The artist advised the doctor , or the authors admired the students .	The artist advised the doctor .	constituent
non-entailment	23983	The manager danced , or the actor performed .	The actor performed .	constituent
non-entailment	23984	The artists ran , or the senators called the scientists .	The artists ran .	constituent
non-entailment	23985	The professors waited , or the scientist recognized the athlete .	The professors waited .	constituent
non-entailment	23986	The secretary introduced the professor , or the presidents waited .	The presidents waited .	constituent
non-entailment	23987	The authors avoided the presidents , or the student shouted .	The student shouted .	constituent
non-entailment	23988	The scientist resigned , or the secretaries advised the president .	The scientist resigned .	constituent
non-entailment	23989	The secretary recommended the bankers , or the author shouted .	The secretary recommended the bankers .	constituent
non-entailment	23990	The student recommended the author , or the presidents believed the managers .	The student recommended the author .	constituent
non-entailment	23991	The actors contacted the president , or the lawyers recommended the managers .	The lawyers recommended the managers .	constituent
non-entailment	23992	The artists slept , or the president contacted the senator .	The artists slept .	constituent
non-entailment	23993	The manager supported the lawyers , or the secretaries performed .	The secretaries performed .	constituent
non-entailment	23994	The banker helped the tourists , or the president slept .	The president slept .	constituent
non-entailment	23995	The presidents performed , or the scientists waited .	The scientists waited .	constituent
non-entailment	23996	The lawyer mentioned the judges , or the artists recommended the athlete .	The artists recommended the athlete .	constituent
non-entailment	23997	The presidents ran , or the artists recognized the manager .	The presidents ran .	constituent
non-entailment	23998	The banker saw the student , or the manager believed the artist .	The banker saw the student .	constituent
non-entailment	23999	The banker avoided the authors , or the judge introduced the secretaries .	The banker avoided the authors .	constituent
non-entailment	24000	The president performed , or the authors recommended the senator .	The authors recommended the senator .	constituent
non-entailment	24001	Hopefully the presidents introduced the doctors .	The presidents introduced the doctors .	constituent
non-entailment	24002	Probably the athletes slept .	The athletes slept .	constituent
non-entailment	24003	Maybe the author recommended the senators .	The author recommended the senators .	constituent
non-entailment	24004	Maybe the scientist admired the lawyers .	The scientist admired the lawyers .	constituent
non-entailment	24005	Probably the scientists recommended the artist .	The scientists recommended the artist .	constituent
non-entailment	24006	Maybe the professor shouted .	The professor shouted .	constituent
non-entailment	24007	Maybe the scientist stopped the artists .	The scientist stopped the artists .	constituent
non-entailment	24008	Probably the artists saw the authors .	The artists saw the authors .	constituent
non-entailment	24009	Probably the scientist ran .	The scientist ran .	constituent
non-entailment	24010	Hopefully the actors encouraged the student .	The actors encouraged the student .	constituent
non-entailment	24011	Maybe the managers slept .	The managers slept .	constituent
non-entailment	24012	Hopefully the doctor advised the bankers .	The doctor advised the bankers .	constituent
non-entailment	24013	Maybe the lawyers encouraged the actor .	The lawyers encouraged the actor .	constituent
non-entailment	24014	Supposedly the judge danced .	The judge danced .	constituent
non-entailment	24015	Supposedly the president stopped the athletes .	The president stopped the athletes .	constituent
non-entailment	24016	Supposedly the doctor shouted .	The doctor shouted .	constituent
non-entailment	24017	Supposedly the actors saw the student .	The actors saw the student .	constituent
non-entailment	24018	Hopefully the banker recommended the artists .	The banker recommended the artists .	constituent
non-entailment	24019	Hopefully the athlete waited .	The athlete waited .	constituent
non-entailment	24020	Probably the actor recognized the tourist .	The actor recognized the tourist .	constituent
non-entailment	24021	Supposedly the president arrived .	The president arrived .	constituent
non-entailment	24022	Probably the professor helped the judges .	The professor helped the judges .	constituent
non-entailment	24023	Supposedly the athlete slept .	The athlete slept .	constituent
non-entailment	24024	Probably the secretaries waited .	The secretaries waited .	constituent
non-entailment	24025	Hopefully the tourists believed the students .	The tourists believed the students .	constituent
non-entailment	24026	Supposedly the president admired the senators .	The president admired the senators .	constituent
non-entailment	24027	Supposedly the student shouted .	The student shouted .	constituent
non-entailment	24028	Supposedly the doctor performed .	The doctor performed .	constituent
non-entailment	24029	Supposedly the managers resigned .	The managers resigned .	constituent
non-entailment	24030	Hopefully the scientists thanked the banker .	The scientists thanked the banker .	constituent
non-entailment	24031	Probably the secretaries called the judge .	The secretaries called the judge .	constituent
non-entailment	24032	Maybe the senators danced .	The senators danced .	constituent
non-entailment	24033	Probably the authors danced .	The authors danced .	constituent
non-entailment	24034	Probably the secretary admired the athlete .	The secretary admired the athlete .	constituent
non-entailment	24035	Hopefully the secretaries mentioned the doctors .	The secretaries mentioned the doctors .	constituent
non-entailment	24036	Maybe the judge resigned .	The judge resigned .	constituent
non-entailment	24037	Maybe the lawyer advised the banker .	The lawyer advised the banker .	constituent
non-entailment	24038	Maybe the professor called the bankers .	The professor called the bankers .	constituent
non-entailment	24039	Probably the artists danced .	The artists danced .	constituent
non-entailment	24040	Probably the artists performed .	The artists performed .	constituent
non-entailment	24041	Probably the lawyers encouraged the artist .	The lawyers encouraged the artist .	constituent
non-entailment	24042	Maybe the manager contacted the authors .	The manager contacted the authors .	constituent
non-entailment	24043	Supposedly the actors helped the secretary .	The actors helped the secretary .	constituent
non-entailment	24044	Hopefully the secretaries arrived .	The secretaries arrived .	constituent
non-entailment	24045	Probably the judge waited .	The judge waited .	constituent
non-entailment	24046	Hopefully the doctors mentioned the managers .	The doctors mentioned the managers .	constituent
non-entailment	24047	Probably the doctor slept .	The doctor slept .	constituent
non-entailment	24048	Probably the tourist admired the artists .	The tourist admired the artists .	constituent
non-entailment	24049	Supposedly the president shouted .	The president shouted .	constituent
non-entailment	24050	Maybe the professor waited .	The professor waited .	constituent
non-entailment	24051	Hopefully the bankers shouted .	The bankers shouted .	constituent
non-entailment	24052	Probably the scientists slept .	The scientists slept .	constituent
non-entailment	24053	Probably the students resigned .	The students resigned .	constituent
non-entailment	24054	Hopefully the senators believed the professors .	The senators believed the professors .	constituent
non-entailment	24055	Supposedly the authors called the senator .	The authors called the senator .	constituent
non-entailment	24056	Maybe the athletes avoided the artists .	The athletes avoided the artists .	constituent
non-entailment	24057	Supposedly the bankers shouted .	The bankers shouted .	constituent
non-entailment	24058	Hopefully the tourist recognized the managers .	The tourist recognized the managers .	constituent
non-entailment	24059	Hopefully the presidents recommended the actor .	The presidents recommended the actor .	constituent
non-entailment	24060	Hopefully the author saw the professors .	The author saw the professors .	constituent
non-entailment	24061	Hopefully the manager performed .	The manager performed .	constituent
non-entailment	24062	Maybe the artist helped the students .	The artist helped the students .	constituent
non-entailment	24063	Hopefully the actor avoided the managers .	The actor avoided the managers .	constituent
non-entailment	24064	Hopefully the managers performed .	The managers performed .	constituent
non-entailment	24065	Probably the secretary believed the tourist .	The secretary believed the tourist .	constituent
non-entailment	24066	Probably the bankers encouraged the professors .	The bankers encouraged the professors .	constituent
non-entailment	24067	Hopefully the managers thanked the secretaries .	The managers thanked the secretaries .	constituent
non-entailment	24068	Maybe the banker danced .	The banker danced .	constituent
non-entailment	24069	Supposedly the doctor called the professors .	The doctor called the professors .	constituent
non-entailment	24070	Supposedly the actor believed the artists .	The actor believed the artists .	constituent
non-entailment	24071	Maybe the bankers ran .	The bankers ran .	constituent
non-entailment	24072	Supposedly the athlete advised the actor .	The athlete advised the actor .	constituent
non-entailment	24073	Hopefully the professors slept .	The professors slept .	constituent
non-entailment	24074	Supposedly the author thanked the student .	The author thanked the student .	constituent
non-entailment	24075	Supposedly the athletes ran .	The athletes ran .	constituent
non-entailment	24076	Probably the judges waited .	The judges waited .	constituent
non-entailment	24077	Maybe the lawyer stopped the tourists .	The lawyer stopped the tourists .	constituent
non-entailment	24078	Probably the presidents resigned .	The presidents resigned .	constituent
non-entailment	24079	Maybe the actors avoided the bankers .	The actors avoided the bankers .	constituent
non-entailment	24080	Maybe the senator stopped the professor .	The senator stopped the professor .	constituent
non-entailment	24081	Supposedly the student thanked the artists .	The student thanked the artists .	constituent
non-entailment	24082	Supposedly the managers recommended the banker .	The managers recommended the banker .	constituent
non-entailment	24083	Maybe the tourist performed .	The tourist performed .	constituent
non-entailment	24084	Hopefully the manager slept .	The manager slept .	constituent
non-entailment	24085	Hopefully the managers encouraged the tourists .	The managers encouraged the tourists .	constituent
non-entailment	24086	Maybe the judge encouraged the secretaries .	The judge encouraged the secretaries .	constituent
non-entailment	24087	Hopefully the artists danced .	The artists danced .	constituent
non-entailment	24088	Maybe the artist danced .	The artist danced .	constituent
non-entailment	24089	Probably the authors performed .	The authors performed .	constituent
non-entailment	24090	Maybe the authors contacted the lawyers .	The authors contacted the lawyers .	constituent
non-entailment	24091	Hopefully the athlete supported the doctor .	The athlete supported the doctor .	constituent
non-entailment	24092	Hopefully the senator advised the bankers .	The senator advised the bankers .	constituent
non-entailment	24093	Maybe the presidents recommended the judges .	The presidents recommended the judges .	constituent
non-entailment	24094	Probably the actor danced .	The actor danced .	constituent
non-entailment	24095	Hopefully the bankers advised the professor .	The bankers advised the professor .	constituent
non-entailment	24096	Maybe the scientists thanked the tourist .	The scientists thanked the tourist .	constituent
non-entailment	24097	Probably the professors advised the scientists .	The professors advised the scientists .	constituent
non-entailment	24098	Probably the authors advised the students .	The authors advised the students .	constituent
non-entailment	24099	Hopefully the athletes waited .	The athletes waited .	constituent
non-entailment	24100	Supposedly the actor mentioned the professors .	The actor mentioned the professors .	constituent
non-entailment	24101	Probably the senators arrived .	The senators arrived .	constituent
non-entailment	24102	Maybe the athletes waited .	The athletes waited .	constituent
non-entailment	24103	Hopefully the students performed .	The students performed .	constituent
non-entailment	24104	Supposedly the manager resigned .	The manager resigned .	constituent
non-entailment	24105	Supposedly the bankers believed the lawyer .	The bankers believed the lawyer .	constituent
non-entailment	24106	Probably the senator believed the professor .	The senator believed the professor .	constituent
non-entailment	24107	Maybe the judges saw the manager .	The judges saw the manager .	constituent
non-entailment	24108	Maybe the athlete shouted .	The athlete shouted .	constituent
non-entailment	24109	Probably the athlete danced .	The athlete danced .	constituent
non-entailment	24110	Probably the actors arrived .	The actors arrived .	constituent
non-entailment	24111	Hopefully the student introduced the doctor .	The student introduced the doctor .	constituent
non-entailment	24112	Hopefully the president mentioned the authors .	The president mentioned the authors .	constituent
non-entailment	24113	Supposedly the artists advised the judges .	The artists advised the judges .	constituent
non-entailment	24114	Hopefully the scientist stopped the president .	The scientist stopped the president .	constituent
non-entailment	24115	Supposedly the doctor encouraged the managers .	The doctor encouraged the managers .	constituent
non-entailment	24116	Maybe the managers arrived .	The managers arrived .	constituent
non-entailment	24117	Hopefully the actor believed the tourist .	The actor believed the tourist .	constituent
non-entailment	24118	Probably the authors stopped the senator .	The authors stopped the senator .	constituent
non-entailment	24119	Probably the senator danced .	The senator danced .	constituent
non-entailment	24120	Maybe the manager performed .	The manager performed .	constituent
non-entailment	24121	Probably the judge introduced the lawyer .	The judge introduced the lawyer .	constituent
non-entailment	24122	Maybe the artists recognized the managers .	The artists recognized the managers .	constituent
non-entailment	24123	Probably the artist supported the author .	The artist supported the author .	constituent
non-entailment	24124	Probably the tourists thanked the professors .	The tourists thanked the professors .	constituent
non-entailment	24125	Supposedly the student waited .	The student waited .	constituent
non-entailment	24126	Maybe the professors helped the tourists .	The professors helped the tourists .	constituent
non-entailment	24127	Supposedly the scientist encouraged the banker .	The scientist encouraged the banker .	constituent
non-entailment	24128	Probably the judges admired the bankers .	The judges admired the bankers .	constituent
non-entailment	24129	Probably the senators performed .	The senators performed .	constituent
non-entailment	24130	Maybe the artist saw the lawyers .	The artist saw the lawyers .	constituent
non-entailment	24131	Supposedly the president resigned .	The president resigned .	constituent
non-entailment	24132	Maybe the actor avoided the lawyers .	The actor avoided the lawyers .	constituent
non-entailment	24133	Hopefully the athlete performed .	The athlete performed .	constituent
non-entailment	24134	Probably the senator waited .	The senator waited .	constituent
non-entailment	24135	Supposedly the athletes called the lawyer .	The athletes called the lawyer .	constituent
non-entailment	24136	Maybe the author introduced the judges .	The author introduced the judges .	constituent
non-entailment	24137	Hopefully the judges avoided the actor .	The judges avoided the actor .	constituent
non-entailment	24138	Supposedly the judge advised the tourist .	The judge advised the tourist .	constituent
non-entailment	24139	Hopefully the professors believed the banker .	The professors believed the banker .	constituent
non-entailment	24140	Probably the lawyers slept .	The lawyers slept .	constituent
non-entailment	24141	Hopefully the authors saw the professor .	The authors saw the professor .	constituent
non-entailment	24142	Maybe the athlete advised the lawyers .	The athlete advised the lawyers .	constituent
non-entailment	24143	Maybe the students avoided the doctor .	The students avoided the doctor .	constituent
non-entailment	24144	Hopefully the authors helped the senator .	The authors helped the senator .	constituent
non-entailment	24145	Supposedly the scientist avoided the judges .	The scientist avoided the judges .	constituent
non-entailment	24146	Probably the student shouted .	The student shouted .	constituent
non-entailment	24147	Probably the professors recognized the tourist .	The professors recognized the tourist .	constituent
non-entailment	24148	Supposedly the actors avoided the doctors .	The actors avoided the doctors .	constituent
non-entailment	24149	Maybe the authors ran .	The authors ran .	constituent
non-entailment	24150	Hopefully the artists contacted the senators .	The artists contacted the senators .	constituent
non-entailment	24151	Maybe the lawyers called the athletes .	The lawyers called the athletes .	constituent
non-entailment	24152	Supposedly the managers believed the author .	The managers believed the author .	constituent
non-entailment	24153	Hopefully the presidents believed the doctor .	The presidents believed the doctor .	constituent
non-entailment	24154	Maybe the lawyers encouraged the judge .	The lawyers encouraged the judge .	constituent
non-entailment	24155	Hopefully the banker contacted the judge .	The banker contacted the judge .	constituent
non-entailment	24156	Maybe the actors called the professors .	The actors called the professors .	constituent
non-entailment	24157	Supposedly the bankers thanked the tourists .	The bankers thanked the tourists .	constituent
non-entailment	24158	Probably the banker contacted the manager .	The banker contacted the manager .	constituent
non-entailment	24159	Probably the judges supported the presidents .	The judges supported the presidents .	constituent
non-entailment	24160	Hopefully the president arrived .	The president arrived .	constituent
non-entailment	24161	Hopefully the doctor resigned .	The doctor resigned .	constituent
non-entailment	24162	Supposedly the professors thanked the student .	The professors thanked the student .	constituent
non-entailment	24163	Maybe the managers advised the banker .	The managers advised the banker .	constituent
non-entailment	24164	Hopefully the athlete ran .	The athlete ran .	constituent
non-entailment	24165	Supposedly the president mentioned the senator .	The president mentioned the senator .	constituent
non-entailment	24166	Probably the actor arrived .	The actor arrived .	constituent
non-entailment	24167	Probably the scientists avoided the tourists .	The scientists avoided the tourists .	constituent
non-entailment	24168	Maybe the tourists believed the secretaries .	The tourists believed the secretaries .	constituent
non-entailment	24169	Supposedly the tourist avoided the professors .	The tourist avoided the professors .	constituent
non-entailment	24170	Probably the author called the athletes .	The author called the athletes .	constituent
non-entailment	24171	Maybe the judges admired the manager .	The judges admired the manager .	constituent
non-entailment	24172	Supposedly the bankers believed the professors .	The bankers believed the professors .	constituent
non-entailment	24173	Probably the actor advised the students .	The actor advised the students .	constituent
non-entailment	24174	Probably the author ran .	The author ran .	constituent
non-entailment	24175	Supposedly the doctor saw the scientists .	The doctor saw the scientists .	constituent
non-entailment	24176	Hopefully the actor waited .	The actor waited .	constituent
non-entailment	24177	Hopefully the professors admired the scientist .	The professors admired the scientist .	constituent
non-entailment	24178	Hopefully the scientist resigned .	The scientist resigned .	constituent
non-entailment	24179	Supposedly the judge resigned .	The judge resigned .	constituent
non-entailment	24180	Maybe the athletes thanked the actors .	The athletes thanked the actors .	constituent
non-entailment	24181	Maybe the bankers advised the secretaries .	The bankers advised the secretaries .	constituent
non-entailment	24182	Hopefully the senator believed the artists .	The senator believed the artists .	constituent
non-entailment	24183	Maybe the author shouted .	The author shouted .	constituent
non-entailment	24184	Maybe the tourist avoided the doctor .	The tourist avoided the doctor .	constituent
non-entailment	24185	Probably the bankers encouraged the manager .	The bankers encouraged the manager .	constituent
non-entailment	24186	Supposedly the senator recognized the author .	The senator recognized the author .	constituent
non-entailment	24187	Hopefully the student helped the tourist .	The student helped the tourist .	constituent
non-entailment	24188	Maybe the secretary avoided the president .	The secretary avoided the president .	constituent
non-entailment	24189	Probably the students avoided the actors .	The students avoided the actors .	constituent
non-entailment	24190	Hopefully the artists arrived .	The artists arrived .	constituent
non-entailment	24191	Supposedly the lawyers thanked the senator .	The lawyers thanked the senator .	constituent
non-entailment	24192	Hopefully the scientists stopped the athlete .	The scientists stopped the athlete .	constituent
non-entailment	24193	Probably the lawyer recognized the authors .	The lawyer recognized the authors .	constituent
non-entailment	24194	Probably the tourists waited .	The tourists waited .	constituent
non-entailment	24195	Hopefully the judge supported the actor .	The judge supported the actor .	constituent
non-entailment	24196	Hopefully the doctor shouted .	The doctor shouted .	constituent
non-entailment	24197	Hopefully the scientist danced .	The scientist danced .	constituent
non-entailment	24198	Supposedly the student mentioned the tourist .	The student mentioned the tourist .	constituent
non-entailment	24199	Probably the lawyer contacted the artists .	The lawyer contacted the artists .	constituent
non-entailment	24200	Probably the presidents arrived .	The presidents arrived .	constituent
non-entailment	24201	Maybe the banker advised the tourist .	The banker advised the tourist .	constituent
non-entailment	24202	Supposedly the professor admired the secretaries .	The professor admired the secretaries .	constituent
non-entailment	24203	Supposedly the athletes advised the judge .	The athletes advised the judge .	constituent
non-entailment	24204	Hopefully the student called the judge .	The student called the judge .	constituent
non-entailment	24205	Hopefully the secretaries shouted .	The secretaries shouted .	constituent
non-entailment	24206	Hopefully the judges mentioned the doctor .	The judges mentioned the doctor .	constituent
non-entailment	24207	Supposedly the scientists recommended the bankers .	The scientists recommended the bankers .	constituent
non-entailment	24208	Hopefully the lawyer slept .	The lawyer slept .	constituent
non-entailment	24209	Supposedly the student called the banker .	The student called the banker .	constituent
non-entailment	24210	Maybe the lawyers slept .	The lawyers slept .	constituent
non-entailment	24211	Supposedly the senator encouraged the secretary .	The senator encouraged the secretary .	constituent
non-entailment	24212	Maybe the scientist introduced the managers .	The scientist introduced the managers .	constituent
non-entailment	24213	Hopefully the bankers avoided the managers .	The bankers avoided the managers .	constituent
non-entailment	24214	Maybe the athlete believed the president .	The athlete believed the president .	constituent
non-entailment	24215	Probably the doctors waited .	The doctors waited .	constituent
non-entailment	24216	Maybe the manager supported the scientists .	The manager supported the scientists .	constituent
non-entailment	24217	Hopefully the doctors avoided the actor .	The doctors avoided the actor .	constituent
non-entailment	24218	Maybe the professor thanked the athletes .	The professor thanked the athletes .	constituent
non-entailment	24219	Probably the doctors admired the manager .	The doctors admired the manager .	constituent
non-entailment	24220	Probably the lawyers saw the secretary .	The lawyers saw the secretary .	constituent
non-entailment	24221	Hopefully the actors stopped the professors .	The actors stopped the professors .	constituent
non-entailment	24222	Hopefully the secretary thanked the author .	The secretary thanked the author .	constituent
non-entailment	24223	Maybe the banker introduced the senator .	The banker introduced the senator .	constituent
non-entailment	24224	Maybe the doctors introduced the lawyer .	The doctors introduced the lawyer .	constituent
non-entailment	24225	Supposedly the president introduced the actors .	The president introduced the actors .	constituent
non-entailment	24226	Supposedly the tourists waited .	The tourists waited .	constituent
non-entailment	24227	Hopefully the tourists advised the managers .	The tourists advised the managers .	constituent
non-entailment	24228	Hopefully the professors stopped the actor .	The professors stopped the actor .	constituent
non-entailment	24229	Hopefully the scientist performed .	The scientist performed .	constituent
non-entailment	24230	Supposedly the authors performed .	The authors performed .	constituent
non-entailment	24231	Probably the professor saw the author .	The professor saw the author .	constituent
non-entailment	24232	Hopefully the president waited .	The president waited .	constituent
non-entailment	24233	Probably the scientists arrived .	The scientists arrived .	constituent
non-entailment	24234	Hopefully the manager stopped the artists .	The manager stopped the artists .	constituent
non-entailment	24235	Supposedly the tourist danced .	The tourist danced .	constituent
non-entailment	24236	Hopefully the actor called the bankers .	The actor called the bankers .	constituent
non-entailment	24237	Probably the tourists mentioned the secretaries .	The tourists mentioned the secretaries .	constituent
non-entailment	24238	Maybe the doctors shouted .	The doctors shouted .	constituent
non-entailment	24239	Maybe the tourist called the professors .	The tourist called the professors .	constituent
non-entailment	24240	Probably the doctor performed .	The doctor performed .	constituent
non-entailment	24241	Hopefully the banker recommended the presidents .	The banker recommended the presidents .	constituent
non-entailment	24242	Hopefully the tourist shouted .	The tourist shouted .	constituent
non-entailment	24243	Probably the senator believed the author .	The senator believed the author .	constituent
non-entailment	24244	Maybe the senators slept .	The senators slept .	constituent
non-entailment	24245	Maybe the professors thanked the secretaries .	The professors thanked the secretaries .	constituent
non-entailment	24246	Supposedly the athletes thanked the managers .	The athletes thanked the managers .	constituent
non-entailment	24247	Maybe the judge mentioned the artists .	The judge mentioned the artists .	constituent
non-entailment	24248	Probably the doctor danced .	The doctor danced .	constituent
non-entailment	24249	Maybe the banker called the managers .	The banker called the managers .	constituent
non-entailment	24250	Maybe the lawyers contacted the judges .	The lawyers contacted the judges .	constituent
non-entailment	24251	Maybe the athlete thanked the secretary .	The athlete thanked the secretary .	constituent
non-entailment	24252	Hopefully the senators mentioned the scientists .	The senators mentioned the scientists .	constituent
non-entailment	24253	Maybe the doctor shouted .	The doctor shouted .	constituent
non-entailment	24254	Supposedly the actor slept .	The actor slept .	constituent
non-entailment	24255	Maybe the secretary recognized the bankers .	The secretary recognized the bankers .	constituent
non-entailment	24256	Maybe the tourists performed .	The tourists performed .	constituent
non-entailment	24257	Probably the presidents recommended the actors .	The presidents recommended the actors .	constituent
non-entailment	24258	Maybe the athletes slept .	The athletes slept .	constituent
non-entailment	24259	Supposedly the senator waited .	The senator waited .	constituent
non-entailment	24260	Hopefully the bankers waited .	The bankers waited .	constituent
non-entailment	24261	Hopefully the artists waited .	The artists waited .	constituent
non-entailment	24262	Hopefully the doctors shouted .	The doctors shouted .	constituent
non-entailment	24263	Hopefully the managers shouted .	The managers shouted .	constituent
non-entailment	24264	Maybe the athlete slept .	The athlete slept .	constituent
non-entailment	24265	Hopefully the judge supported the senators .	The judge supported the senators .	constituent
non-entailment	24266	Probably the lawyers arrived .	The lawyers arrived .	constituent
non-entailment	24267	Supposedly the lawyers stopped the manager .	The lawyers stopped the manager .	constituent
non-entailment	24268	Maybe the bankers encouraged the tourist .	The bankers encouraged the tourist .	constituent
non-entailment	24269	Maybe the scientists stopped the athletes .	The scientists stopped the athletes .	constituent
non-entailment	24270	Hopefully the senator performed .	The senator performed .	constituent
non-entailment	24271	Hopefully the tourists helped the students .	The tourists helped the students .	constituent
non-entailment	24272	Supposedly the tourists recognized the doctors .	The tourists recognized the doctors .	constituent
non-entailment	24273	Supposedly the scientists danced .	The scientists danced .	constituent
non-entailment	24274	Maybe the secretaries arrived .	The secretaries arrived .	constituent
non-entailment	24275	Hopefully the banker arrived .	The banker arrived .	constituent
non-entailment	24276	Hopefully the manager resigned .	The manager resigned .	constituent
non-entailment	24277	Probably the professors resigned .	The professors resigned .	constituent
non-entailment	24278	Hopefully the secretaries stopped the scientists .	The secretaries stopped the scientists .	constituent
non-entailment	24279	Hopefully the bankers ran .	The bankers ran .	constituent
non-entailment	24280	Hopefully the manager admired the lawyers .	The manager admired the lawyers .	constituent
non-entailment	24281	Maybe the students resigned .	The students resigned .	constituent
non-entailment	24282	Probably the athletes saw the tourist .	The athletes saw the tourist .	constituent
non-entailment	24283	Supposedly the senators supported the athlete .	The senators supported the athlete .	constituent
non-entailment	24284	Supposedly the manager stopped the president .	The manager stopped the president .	constituent
non-entailment	24285	Hopefully the judge advised the student .	The judge advised the student .	constituent
non-entailment	24286	Hopefully the judge mentioned the doctors .	The judge mentioned the doctors .	constituent
non-entailment	24287	Probably the bankers thanked the actors .	The bankers thanked the actors .	constituent
non-entailment	24288	Maybe the tourist supported the professors .	The tourist supported the professors .	constituent
non-entailment	24289	Maybe the actors mentioned the banker .	The actors mentioned the banker .	constituent
non-entailment	24290	Maybe the artist slept .	The artist slept .	constituent
non-entailment	24291	Supposedly the senator advised the author .	The senator advised the author .	constituent
non-entailment	24292	Probably the authors mentioned the scientist .	The authors mentioned the scientist .	constituent
non-entailment	24293	Hopefully the professor performed .	The professor performed .	constituent
non-entailment	24294	Hopefully the doctors encouraged the bankers .	The doctors encouraged the bankers .	constituent
non-entailment	24295	Probably the athlete thanked the professors .	The athlete thanked the professors .	constituent
non-entailment	24296	Maybe the doctors resigned .	The doctors resigned .	constituent
non-entailment	24297	Supposedly the lawyer believed the tourist .	The lawyer believed the tourist .	constituent
non-entailment	24298	Hopefully the authors resigned .	The authors resigned .	constituent
non-entailment	24299	Hopefully the judges stopped the artist .	The judges stopped the artist .	constituent
non-entailment	24300	Hopefully the scientist recommended the lawyer .	The scientist recommended the lawyer .	constituent
non-entailment	24301	Supposedly the manager admired the student .	The manager admired the student .	constituent
non-entailment	24302	Supposedly the judges mentioned the lawyers .	The judges mentioned the lawyers .	constituent
non-entailment	24303	Probably the bankers avoided the secretary .	The bankers avoided the secretary .	constituent
non-entailment	24304	Supposedly the manager arrived .	The manager arrived .	constituent
non-entailment	24305	Hopefully the managers introduced the athletes .	The managers introduced the athletes .	constituent
non-entailment	24306	Maybe the students saw the professors .	The students saw the professors .	constituent
non-entailment	24307	Maybe the lawyer mentioned the president .	The lawyer mentioned the president .	constituent
non-entailment	24308	Probably the artists arrived .	The artists arrived .	constituent
non-entailment	24309	Supposedly the secretaries arrived .	The secretaries arrived .	constituent
non-entailment	24310	Probably the bankers recommended the senator .	The bankers recommended the senator .	constituent
non-entailment	24311	Probably the student waited .	The student waited .	constituent
non-entailment	24312	Maybe the tourist avoided the senators .	The tourist avoided the senators .	constituent
non-entailment	24313	Probably the manager resigned .	The manager resigned .	constituent
non-entailment	24314	Probably the students supported the president .	The students supported the president .	constituent
non-entailment	24315	Hopefully the lawyer performed .	The lawyer performed .	constituent
non-entailment	24316	Maybe the artists contacted the senator .	The artists contacted the senator .	constituent
non-entailment	24317	Maybe the senators recognized the doctor .	The senators recognized the doctor .	constituent
non-entailment	24318	Supposedly the senator shouted .	The senator shouted .	constituent
non-entailment	24319	Supposedly the managers saw the secretary .	The managers saw the secretary .	constituent
non-entailment	24320	Maybe the secretary arrived .	The secretary arrived .	constituent
non-entailment	24321	Probably the lawyers shouted .	The lawyers shouted .	constituent
non-entailment	24322	Maybe the bankers called the student .	The bankers called the student .	constituent
non-entailment	24323	Probably the presidents helped the secretary .	The presidents helped the secretary .	constituent
non-entailment	24324	Hopefully the artist waited .	The artist waited .	constituent
non-entailment	24325	Probably the lawyers recommended the bankers .	The lawyers recommended the bankers .	constituent
non-entailment	24326	Maybe the banker helped the lawyer .	The banker helped the lawyer .	constituent
non-entailment	24327	Supposedly the lawyers danced .	The lawyers danced .	constituent
non-entailment	24328	Probably the athletes supported the tourist .	The athletes supported the tourist .	constituent
non-entailment	24329	Maybe the scientists danced .	The scientists danced .	constituent
non-entailment	24330	Probably the scientist performed .	The scientist performed .	constituent
non-entailment	24331	Maybe the judges shouted .	The judges shouted .	constituent
